"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_01","~name_house..group.","~name_house..group.","~name_house..group.","-17372.1374603316","-15499.0109103805"
"model_02","~name_house..group.","~1","~1","-19795.4220651775","-18380.6977932736"
"model_03","~1","~name_house..group.","~1","-20040.1032235996","-18585.861513933"
"model_04","~1","~1","~name_house..group.","-20548.906439269","-19252.7344806531"
"model_05","~name_house..group.","~name_house..group.","~1","-19282.457617689","-16966.735764796"
"model_06","~name_house..group.","~1","~name_house..group.","-18787.5666998184","-16661.5285481862"
"model_07","~1","~name_house..group.","~name_house..group.","-18499.9871884027","-16705.895513977"
