"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_01","~name_street.light","~name_street.light","~name_street.light","8337.44064094106","10147.2360743071"
"model_02","~name_street.light","~1","~1","5555.07155140351","6052.58503706986"
"model_03","~1","~name_street.light","~1","6878.79751183403","7628.67291051955"
"model_04","~1","~1","~name_street.light","9786.68572837374","10824.9747419383"
"model_05","~name_street.light","~name_street.light","~1","12294.6138096187","13974.6231162892"
"model_06","~name_street.light","~1","~name_street.light","13546.4143271332","15529.2579294266"
"model_07","~1","~name_street.light","~name_street.light","13170.7230100734","15369.8768235261"
