"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_01","~name_tree..group.","~name_tree..group.","~name_tree..group.","-17296.2757187765","-14206.0120857349"
"model_02","~name_tree..group.","~1","~1","-17950.0186559654","-16693.3641351122"
"model_03","~1","~name_tree..group.","~1","-19319.1715761221","-17706.8601154048"
"model_04","~1","~1","~name_tree..group.","-20131.0715170186","-18597.7949318266"
"model_05","~name_tree..group.","~name_tree..group.","~1","-18817.5383078597","-16359.553679021"
"model_06","~name_tree..group.","~1","~name_tree..group.","-18642.6512619857","-16279.5084837774"
"model_07","~1","~name_tree..group.","~name_tree..group.","-18597.5650247512","-16234.4222465429"
