"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_02","~name_special.building","~1","~1","-20596.6312806776","-19379.494197587"
"model_03","~1","~name_special.building","~1","-20172.647230357","-18836.9578339784"
"model_04","~1","~1","~name_special.building","-21185.0803797798","-19691.3212323505"
"model_05","~name_special.building","~name_special.building","~1","-18019.4779142902","-15846.0188373428"
"model_06","~name_special.building","~1","~name_special.building","-19825.4291672401","-17272.6026877709"
"model_07","~1","~name_special.building","~name_special.building","-19322.917660889","-16912.3539573655"
