"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_01","~name_fence","~name_fence","~name_fence","15069.4131357579","18380.9744202705"
"model_02","~name_fence","~1","~1","12296.7547499373","13592.9267085532"
"model_03","~1","~name_fence","~1","11892.4868200548","13149.141340908"
"model_04","~1","~1","~name_fence","13495.3949773459","15028.6715625379"
"model_05","~name_fence","~name_fence","~1","12455.5258511195","14202.1966002299"
"model_06","~name_fence","~1","~name_fence","14329.2771264478","16882.103605917"
"model_07","~1","~name_fence","~name_fence","13627.3388867569","15658.5351877586"
