"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_02","~name_tree","~1","~1","4076.79581872081","5886.69446825158"
"model_03","~1","~name_tree","~1","4008.04496492396","5699.39130116669"
"model_04","~1","~1","~name_tree","4361.30122120918","5934.09524416387"
"model_05","~name_tree","~name_tree","~1","4199.82519663247","6325.86334826469"
"model_06","~name_tree","~1","~name_tree","3677.28962715428","6846.58813572126"
