"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_01","~name_fence","~name_fence","~name_fence","-11159.4966100517","-9400.17355928952"
"model_02","~name_fence","~1","~1","-8826.44405109627","-7824.20673939158"
"model_03","~1","~name_fence","~1","-9313.49739081313","-8239.15667538868"
"model_04","~1","~1","~name_fence","-11567.1641860322","-10276.5132594485"
"model_05","~name_fence","~name_fence","~1","-8741.08777158577","-7493.69888723389"
"model_06","~name_fence","~1","~name_fence","-10389.0149764643","-8968.577923185"
"model_07","~1","~name_fence","~name_fence","-11972.2768630293","-10205.7434718952"
