"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_01","~name_bus","~name_bus","~name_bus","74175.2149233671","76988.8564920699"
"model_02","~name_bus","~1","~1","74564.4878796859","75544.5203362004"
"model_03","~1","~name_bus","~1","72286.8730502053","73306.4229444825"
"model_04","~1","~1","~name_bus","72318.3876824131","73496.007327741"
"model_05","~name_bus","~name_bus","~1","75424.9828606204","76839.7071325243"
"model_07","~1","~name_bus","~name_bus","72211.4582360727","74242.6545370744"
