"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_01","~name_house..group.","~name_house..group.","~name_house..group.","-4274.76789638084","-1129.17985047146"
"model_02","~name_house..group.","~1","~1","-5980.02346916222","-4723.36894830898"
"model_03","~1","~name_house..group.","~1","-6099.90437145688","-4803.73241284095"
"model_04","~1","~1","~name_house..group.","-6019.77117955647","-4842.15153422858"
"model_05","~name_house..group.","~name_house..group.","~1","-4876.494828127","-3272.08685496217"
"model_06","~name_house..group.","~1","~name_house..group.","-5442.11924502782","-3790.29034654777"
"model_07","~1","~name_house..group.","~name_house..group.","-6054.79858578096","-4640.07431387699"
