"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_01","~name_tenement","~name_tenement","~name_tenement","-13737.2979957648","-9208.59962816157"
"model_02","~name_tenement","~1","~1","-18532.1002533952","-17393.99804583"
"model_03","~1","~name_tenement","~1","-21840.0143927381","-20109.1506187327"
"model_04","~1","~1","~name_tenement","-18144.5126190721","-16216.0616562533"
"model_05","~name_tenement","~name_tenement","~1","-18427.2196178873","-15921.8140637334"
"model_06","~name_tenement","~1","~name_tenement","-16289.8911402487","-13168.013556997"
"model_07","~1","~name_tenement","~name_tenement","-18541.9540697526","-16036.5485155986"
