"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_01","~velocity","~velocity","~velocity","-4802.88597583596","-1325.35145272006"
"model_02","~velocity","~1","~1","-1798.38214845924","-304.623001029911"
"model_03","~1","~velocity","~1","-3951.09506345166","-2417.81847825965"
"model_04","~1","~1","~velocity","-6606.98414610016","-5152.74243643351"
"model_05","~velocity","~velocity","~1","-1850.12936720432","86.2250831670322"
"model_06","~velocity","~1","~velocity","-3456.38711001249","-1140.66525711941"
"model_07","~1","~velocity","~velocity","-4269.16872583224","-2475.07705140654"
