"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_01","~name_tree..group.","~name_tree..group.","~name_tree..group.","612.084134345313","4808.836024742"
"model_02","~name_tree..group.","~1","~1","-576.000496860849","1036.31096385652"
"model_03","~1","~name_tree..group.","~1","-635.434280503599","1095.42949350181"
"model_04","~1","~1","~name_tree..group.","-248.101553504994","1522.2796582631"
"model_05","~name_tree..group.","~name_tree..group.","~1","-167.479349266377","2290.50527957236"
"model_06","~name_tree..group.","~1","~name_tree..group.","-271.245352581596","2281.58112688757"
"model_07","~1","~name_tree..group.","~name_tree..group.","886.363213701591","3771.13617037728"
