"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_01","~name_traffic.sign","~name_traffic.sign","~name_traffic.sign","-20477.2320733423","-17110.3463759619"
"model_02","~name_traffic.sign","~1","~1","-21164.2431964171","-19868.0712378011"
"model_03","~1","~name_traffic.sign","~1","-20648.1182314222","-18956.7718951795"
"model_04","~1","~1","~name_traffic.sign","-20489.6721942398","-18719.2909824717"
"model_05","~name_traffic.sign","~name_traffic.sign","~1","-21065.6435765373","-18844.7635742746"
"model_06","~name_traffic.sign","~1","~name_traffic.sign","-20571.4387635274","-18066.0332093735"
"model_07","~1","~name_traffic.sign","~name_traffic.sign","-19515.5725010143","-16725.6413949691"
