"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_01","~object","~object","~object","11779.556474081","13892.1862030701"
"model_02","~object","~1","~1","10655.9659487223","11694.2549622868"
"model_03","~1","~object","~1","11734.3156877527","13024.9666143364"
"model_04","~1","~1","~object","11544.4967339807","12618.8374494052"
"model_05","~object","~object","~1","10282.1850983223","11832.4082782972"
"model_06","~object","~1","~object","11849.0197979723","13745.339315802"
"model_07","~1","~object","~object","12036.1687038119","13802.7020949461"
