"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_01","~name_tenement","~name_tenement","~name_tenement","-17406.1937020634","-15949.7049469242"
"model_02","~name_tenement","~1","~1","-13439.9830057938","-12762.211010828"
"model_03","~1","~name_tenement","~1","-13803.4467419929","-13089.6230451673"
"model_04","~1","~1","~name_tenement","-12852.6756702151","-11994.64516595"
"model_05","~name_tenement","~name_tenement","~1","-12971.8884713303","-12113.8579670651"
"model_06","~name_tenement","~1","~name_tenement","-18488.397748409","-17024.6986528979"
"model_07","~1","~name_tenement","~name_tenement","-14473.0795461623","-13355.476788506"
