"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_02","~name_truck","~1","~1","-6715.53840304136","-5340.33156890008"
"model_03","~1","~name_truck","~1","-6255.46582866413","-4801.22411899748"
"model_04","~1","~1","~name_truck","-6209.59857144607","-5031.97892611819"
"model_05","~name_truck","~name_truck","~1","-6198.02707629238","-4451.35632718189"
"model_06","~name_truck","~1","~name_truck","-5265.33371650887","-2949.61186361579"
