"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_01","~velocity","~velocity","~velocity","4577.83412920927","7834.07100085416"
"model_02","~velocity","~1","~1","3511.15146213175","5083.94548508643"
"model_03","~1","~velocity","~1","3364.89577066854","4977.20723138591"
"model_04","~1","~1","~velocity","3950.54439795184","5444.30354538117"
"model_05","~velocity","~velocity","~1","3930.33835474057","6008.95558105757"
"model_06","~velocity","~1","~velocity","4223.44802547459","6728.85357962854"
"model_07","~1","~velocity","~velocity","3825.9047228507","6046.78472511335"
