"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_01","~horizontal_right","~horizontal_right","~horizontal_right","74786.7082931758","77489.7010361432"
"model_02","~horizontal_right","~1","~1","76957.1799420191","77739.6252097201"
"model_03","~1","~horizontal_right","~1","77025.9315830266","78282.5861038798"
"model_04","~1","~1","~horizontal_right","77099.879813819","78830.7435878244"
"model_05","~horizontal_right","~horizontal_right","~1","77268.9137630686","79394.9519147008"
"model_06","~horizontal_right","~1","~horizontal_right","77421.7629699424","79405.538345629"
"model_07","~1","~horizontal_right","~horizontal_right","78416.0418882823","80542.0800399145"
