"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_01","~velocity","~velocity","~velocity","-16729.0039215097","-13528.0914627326"
"model_02","~velocity","~1","~1","-15114.6014184256","-14016.0166486231"
"model_03","~1","~velocity","~1","-18815.6736614368","-17282.3970762448"
"model_04","~1","~1","~velocity","-19760.0522222287","-17673.5315083592"
"model_05","~velocity","~velocity","~1","-16931.1730766047","-14805.1349249724"
"model_06","~velocity","~1","~velocity","-15589.6228354382","-12752.2708040777"
"model_07","~1","~velocity","~velocity","-18311.4786150941","-15379.2847331032"
