"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_01","~object","~object","~object","-5684.92344856906","-3723.71086739154"
"model_02","~object","~1","~1","-8749.75114583626","-7747.51383413157"
"model_03","~1","~object","~1","-9514.28791653676","-8439.94720111231"
"model_04","~1","~1","~object","-9962.32765890918","-8563.5216267458"
"model_05","~object","~object","~1","-9692.76850105699","-8185.80736331396"
"model_06","~object","~1","~object","-7765.57698915212","-5566.42317569938"
"model_07","~1","~object","~object","-6688.93105045488","-5095.44582824815"
