"model_names","location.fun","scale.fun","shape.fun","AIC","BIC","variable"
"model_00","~1","~1","~1",3640.96480210887,4265.34031875923,"1"
"model_01","~area","~area","~area",9389.23948495637,14194.5599168983,"area"
"model_02","~area","~1","~1",4329.4020187496,5902.19604170429,"area"
"model_03","~1","~area","~1",4482.67407142808,6332.09015872153,"area"
"model_04","~1","~1","~area",4605.08446309917,6928.70980354479,"area"
"model_05","~area","~area","~1",5450.99179295704,7766.71364585013,"area"
"model_06","~area","~1","~area",6081.49588366172,10056.9501225874,"area"
"model_07","~1","~area","~area",7381.95710191296,10930.6230130017,"area"
"model_02","~horizontal_left","~1","~1",3878.9017822952,5372.66092972453,"horizontal_left"
"model_03","~1","~horizontal_left","~1",4023.0295616766,5911.96308673274,"horizontal_left"
"model_04","~1","~1","~horizontal_left",4125.02899909596,5500.23583323725,"horizontal_left"
"model_05","~horizontal_left","~horizontal_left","~1",4232.57476436357,6737.98031851752,"horizontal_left"
"model_06","~horizontal_left","~1","~horizontal_left",4102.2281728299,6323.10817509255,"horizontal_left"
"model_07","~1","~horizontal_left","~horizontal_left",4685.47083468572,7190.87638883967,"horizontal_left"
"model_01","~horizontal_right","~horizontal_right","~horizontal_right",7041.76041786374,11183.1878953927,"horizontal_right"
"model_02","~horizontal_right","~1","~1",4713.04390697845,6483.42511874654,"horizontal_right"
"model_03","~1","~horizontal_right","~1",3839.44513360929,5372.72171880129,"horizontal_right"
"model_04","~1","~1","~horizontal_right",4819.70820151084,6511.05453775357,"horizontal_right"
"model_05","~horizontal_right","~horizontal_right","~1",4229.61841481106,6403.0774917585,"horizontal_right"
"model_06","~horizontal_right","~1","~horizontal_right",5561.49570318497,8304.005883915,"horizontal_right"
"model_07","~1","~horizontal_right","~horizontal_right",5765.26404185814,8175.82774538166,"horizontal_right"
"model_01","~name_bus","~name_bus","~name_bus",6269.53219771903,9913.03995943818,"name_bus"
"model_02","~name_bus","~1","~1",4013.06724452176,5546.34382971377,"name_bus"
"model_03","~1","~name_bus","~1",4259.66963638875,5555.84159500467,"name_bus"
"model_04","~1","~1","~name_bus",3944.77404575902,5399.01575542566,"name_bus"
"model_05","~name_bus","~name_bus","~1",4329.53329919711,5886.52034704672,"name_bus"
"model_06","~name_bus","~1","~name_bus",5190.79542936894,8739.46134045766,"name_bus"
