"model_names","location.fun","scale.fun","shape.fun","AIC","BIC","variable"
"model_07","~1","~name_bus","~name_bus",4142.4092261668,6173.60552716859,"name_bus"
"model_02","~name_car","~1","~1",4943.75889007816,6437.51803750749,"name_car"
"model_03","~1","~name_car","~1",3670.66205229204,5164.42119972137,"name_car"
"model_04","~1","~1","~name_car",4050.60651815805,5544.36566558738,"name_car"
"model_05","~name_car","~name_car","~1",4291.3748261716,6607.09667906469,"name_car"
"model_06","~name_car","~1","~name_car",5267.05380732412,8199.24768931503,"name_car"
"model_07","~1","~name_car","~name_car",5077.63985905254,7345.94078663041,"name_car"
"model_01","~name_car..group.","~name_car..group.","~name_car..group.",7621.12161194698,10490.0875935176,"name_car..group."
"model_02","~name_car..group.","~1","~1",3751.62306429532,5166.34733619929,"name_car..group."
"model_03","~1","~name_car..group.","~1",3674.92487462016,4892.06195771072,"name_car..group."
"model_04","~1","~1","~name_car..group.",3794.06306106271,5050.71758191596,"name_car..group."
"model_05","~name_car..group.","~name_car..group.","~1",3443.74503338299,5142.99485717826,"name_car..group."
"model_06","~name_car..group.","~1","~name_car..group.",4701.3014660995,6732.49776710129,"name_car..group."
"model_01","~name_electric.pole","~name_electric.pole","~name_electric.pole",5170.98802366432,8648.52254678021,"name_electric.pole"
"model_02","~name_electric.pole","~1","~1",3823.60831649129,5356.8849016833,"name_electric.pole"
"model_03","~1","~name_electric.pole","~1",3983.04429519889,5516.32088039089,"name_electric.pole"
"model_04","~1","~1","~name_electric.pole",4640.2100252183,6054.93429712227,"name_electric.pole"
"model_05","~name_electric.pole","~name_electric.pole","~1",4090.6178705584,6311.49787282105,"name_electric.pole"
"model_06","~name_electric.pole","~1","~name_electric.pole",4346.02781162408,6898.85429109325,"name_electric.pole"
"model_07","~1","~name_electric.pole","~name_electric.pole",5154.92455891386,7755.17196369824,"name_electric.pole"
"model_01","~name_fence","~name_fence","~name_fence",5717.08131975492,10909.6726417712,"name_fence"
"model_02","~name_fence","~1","~1",5404.1786684943,6779.38550263558,"name_fence"
"model_03","~1","~name_fence","~1",4449.28417509247,5903.52588475912,"name_fence"
"model_04","~1","~1","~name_fence",3804.57623635968,5535.44001036509,"name_fence"
"model_05","~name_fence","~name_fence","~1",5012.77366029542,7138.81181192764,"name_fence"
"model_06","~name_fence","~1","~name_fence",4890.86047511459,7870.47528242071,"name_fence"
"model_07","~1","~name_fence","~name_fence",4289.79609115662,6795.20164531057,"name_fence"
"model_02","~name_house","~1","~1",5435.35580925,6889.59751891665,"name_house"
"model_03","~1","~name_house","~1",3663.77379908371,4722.84113112355,"name_house"
"model_05","~name_house","~name_house","~1",5484.17384103555,6898.89811293952,"name_house"
"model_06","~name_house","~1","~name_house",4358.96346374542,7338.57827105154,"name_house"
"model_02","~name_house..group.","~1","~1",4475.56393902674,5890.2882109307,"name_house..group."
"model_03","~1","~name_house..group.","~1",3846.1957682856,5537.54210452833,"name_house..group."
"model_05","~name_house..group.","~name_house..group.","~1",4085.20689661176,6068.98227229833,"name_house..group."
"model_01","~name_person","~name_person","~name_person",6236.2929129502,9492.52978459509,"name_person"
"model_02","~name_person","~1","~1",3496.67493838557,4950.91664805222,"name_person"
"model_03","~1","~name_person","~1",3516.32316219479,5049.5997473868,"name_person"
"model_04","~1","~1","~name_person",4133.70178350974,5548.42605541371,"name_person"
"model_05","~name_person","~name_person","~1",3664.22644098076,6264.47384576515,"name_person"
"model_06","~name_person","~1","~name_person",4507.59721825721,6586.21444457421,"name_person"
"model_07","~1","~name_person","~name_person",4307.71181144233,6291.4871871289,"name_person"
"model_02","~name_special.building","~1","~1",3959.42810227399,5492.704687466,"name_special.building"
"model_03","~1","~name_special.building","~1",4452.26860530428,6104.09750378433,"name_special.building"
"model_04","~1","~1","~name_special.building",4265.2576398686,6470.33066702618,"name_special.building"
"model_05","~name_special.building","~name_special.building","~1",3776.93436670474,6234.91899554348,"name_special.building"
"model_06","~name_special.building","~1","~name_special.building",3990.7815141042,7397.18464924727,"name_special.building"
"model_07","~1","~name_special.building","~name_special.building",3874.64190683654,6949.09856477309,"name_special.building"
"model_01","~name_street.light","~name_street.light","~name_street.light",5584.68772316443,11275.1987609904,"name_street.light"
"model_02","~name_street.light","~1","~1",4409.14946515931,5942.42605035132,"name_street.light"
"model_03","~1","~name_street.light","~1",3604.33361692854,5256.16251540859,"name_street.light"
"model_05","~name_street.light","~name_street.light","~1",4036.24915835004,6589.07563781921,"name_street.light"
"model_06","~name_street.light","~1","~name_street.light",4839.34402522672,10190.0050982937,"name_street.light"
"model_07","~1","~name_street.light","~name_street.light",6747.75543330579,11434.5235519597,"name_street.light"
"model_01","~name_tenement","~name_tenement","~name_tenement",5380.56906046924,8913.42799645289,"name_tenement"
"model_02","~name_tenement","~1","~1",3772.7612398486,5227.00294951524,"name_tenement"
"model_03","~1","~name_tenement","~1",3920.95143812243,5533.2628988398,"name_tenement"
"model_04","~1","~1","~name_tenement",5939.6830818125,8342.34329778349,"name_tenement"
"model_05","~name_tenement","~name_tenement","~1",4037.08601391061,6210.54509085805,"name_tenement"
"model_07","~1","~name_tenement","~name_tenement",5984.72987612325,8964.34468342937,"name_tenement"
"model_01","~name_traffic.light","~name_traffic.light","~name_traffic.light",7974.02203473502,14328.4260269741,"name_traffic.light"
"model_02","~name_traffic.light","~1","~1",3695.78002279626,5189.53917022559,"name_traffic.light"
"model_03","~1","~name_traffic.light","~1",3988.08039854373,5916.53136136255,"name_traffic.light"
"model_04","~1","~1","~name_traffic.light",3786.38572981605,5438.2146282961,"name_traffic.light"
"model_05","~name_traffic.light","~name_traffic.light","~1",4217.77229469345,6580.91507290175,"name_traffic.light"
"model_06","~name_traffic.light","~1","~name_traffic.light",4437.03915482255,6895.02378366129,"name_traffic.light"
"model_07","~1","~name_traffic.light","~name_traffic.light",5403.85746671888,8098.9467221337,"name_traffic.light"
"model_01","~name_traffic.sign","~name_traffic.sign","~name_traffic.sign",6714.27428688037,10800.3773515415,"name_traffic.sign"
"model_02","~name_traffic.sign","~1","~1",4465.61883774261,6077.93029845998,"name_traffic.sign"
"model_03","~1","~name_traffic.sign","~1",4108.9937687348,5721.30522945217,"name_traffic.sign"
"model_04","~1","~1","~name_traffic.sign",4056.8904290157,5787.75420302111,"name_traffic.sign"
"model_05","~name_traffic.sign","~name_traffic.sign","~1",4784.79192437174,7100.51377726482,"name_traffic.sign"
"model_06","~name_traffic.sign","~1","~name_traffic.sign",4519.15881922628,7214.24807464109,"name_traffic.sign"
"model_07","~1","~name_traffic.sign","~name_traffic.sign",6452.76229857126,9384.95618056217,"name_traffic.sign"
"model_02","~name_tree","~1","~1",4076.79581872081,5886.69446825158,"name_tree"
"model_03","~1","~name_tree","~1",4008.04496492396,5699.39130116669,"name_tree"
"model_04","~1","~1","~name_tree",4361.30122120918,5934.09524416387,"name_tree"
"model_05","~name_tree","~name_tree","~1",4199.82519663247,6325.86334826469,"name_tree"
"model_06","~name_tree","~1","~name_tree",3677.28962715428,6846.58813572126,"name_tree"
"model_02","~name_tree..group.","~1","~1",4552.37270674782,6085.64929193983,"name_tree..group."
"model_03","~1","~name_tree..group.","~1",5463.32999827345,6878.05427017741,"name_tree..group."
"model_04","~1","~1","~name_tree..group.",4613.69092171566,6423.58957124644,"name_tree..group."
"model_05","~name_tree..group.","~name_tree..group.","~1",6438.07150320008,8232.16317762578,"name_tree..group."
"model_06","~name_tree..group.","~1","~name_tree..group.",5656.52187633708,8446.45298238233,"name_tree..group."
"model_01","~name_truck","~name_truck","~name_truck",6975.39972778203,10231.6365994269,"name_truck"
"model_02","~name_truck","~1","~1",3978.68147635636,5670.02781259909,"name_truck"
"model_03","~1","~name_truck","~1",3659.86067470224,5193.13725989425,"name_truck"
"model_04","~1","~1","~name_truck",4071.56675416905,5525.8084638357,"name_truck"
"model_05","~name_truck","~name_truck","~1",3519.57486687363,5740.45486913629,"name_truck"
"model_06","~name_truck","~1","~name_truck",4305.05056534875,6668.19334355706,"name_truck"
"model_07","~1","~name_truck","~name_truck",4230.28136947736,6403.7404464248,"name_truck"
"model_01","~object","~object","~object",7744.82423576366,12052.2249518958,"object"
"model_02","~object","~1","~1",5231.80987651539,7041.70852604616,"object"
"model_03","~1","~object","~1",4236.66080729868,5888.48970577873,"object"
"model_04","~1","~1","~object",4517.49642181433,6090.29044476902,"object"
"model_05","~object","~object","~1",5306.40417488892,7954.07250498852,"object"
"model_06","~object","~1","~object",6156.58210654391,8756.8295113283,"object"
"model_07","~1","~object","~object",6557.59299777968,9110.41947724885,"object"
"model_01","~velocity","~velocity","~velocity",4577.83412920927,7834.07100085416,"velocity"
"model_02","~velocity","~1","~1",3511.15146213175,5083.94548508643,"velocity"
"model_03","~1","~velocity","~1",3364.89577066854,4977.20723138591,"velocity"
"model_04","~1","~1","~velocity",3950.54439795184,5444.30354538117,"velocity"
"model_05","~velocity","~velocity","~1",3930.33835474057,6008.95558105757,"velocity"
"model_06","~velocity","~1","~velocity",4223.44802547459,6728.85357962854,"velocity"
"model_07","~1","~velocity","~velocity",3825.9047228507,6046.78472511335,"velocity"
"model_01","~vertical_up","~vertical_up","~vertical_up",4083.17155810056,7007.46195253892,"vertical_up"
"model_02","~vertical_up","~1","~1",3583.19306358058,5274.53939982331,"vertical_up"
"model_03","~1","~vertical_up","~1",3635.97655415993,5090.21826382657,"vertical_up"
"model_04","~1","~1","~vertical_up",4401.14622858507,5973.94025153976,"vertical_up"
"model_05","~vertical_up","~vertical_up","~1",3994.70329987652,5788.79497430223,"vertical_up"
"model_06","~vertical_up","~1","~vertical_up",4073.21841818966,6720.88674828926,"vertical_up"
"model_07","~1","~vertical_up","~vertical_up",3961.18809606964,6276.90994896272,"vertical_up"
