"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_01","~horizontal_left","~horizontal_left","~horizontal_left","-17874.2609969074","-11851.8034818748"
"model_02","~horizontal_left","~1","~1","-20877.5969604131","-19344.3203752211"
"model_03","~1","~horizontal_left","~1","-20574.3441441553","-18922.5152456752"
"model_04","~1","~1","~horizontal_left","-19836.5620018649","-18105.6982278594"
"model_05","~horizontal_left","~horizontal_left","~1","-22222.214334814","-18958.0739756166"
"model_06","~horizontal_left","~1","~horizontal_left","-21388.0363761311","-17791.9495397272"
"model_07","~1","~horizontal_left","~horizontal_left","-17921.3506690276","-15083.9986376671"
