"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_01","~name_truck","~name_truck","~name_truck","-9544.77148131993","-7331.19698712324"
"model_02","~name_truck","~1","~1","-8761.81191514055","-7615.36779599633"
"model_03","~1","~name_truck","~1","-8966.75089444651","-7964.51358274182"
"model_04","~1","~1","~name_truck","-8903.84095174915","-7685.29342888517"
"model_05","~name_truck","~name_truck","~1","-9137.23793987019","-7587.01475989531"
"model_06","~name_truck","~1","~name_truck","-7150.99762606199","-5557.51240385525"
"model_07","~1","~name_truck","~name_truck","-7055.59746586775","-5462.11224366101"
