"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_01","~name_truck","~name_truck","~name_truck","6975.39972778203","10231.6365994269"
"model_02","~name_truck","~1","~1","3978.68147635636","5670.02781259909"
"model_03","~1","~name_truck","~1","3659.86067470224","5193.13725989425"
"model_04","~1","~1","~name_truck","4071.56675416905","5525.8084638357"
"model_05","~name_truck","~name_truck","~1","3519.57486687363","5740.45486913629"
"model_06","~name_truck","~1","~name_truck","4305.05056534875","6668.19334355706"
"model_07","~1","~name_truck","~name_truck","4230.28136947736","6403.7404464248"
