"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_01","~name_house","~name_house","~name_house","-8075.53294690637","-6164.79274833268"
"model_02","~name_house","~1","~1","-4386.27851353591","-3672.45481671027"
"model_03","~1","~name_house","~1","-4600.42238063214","-3634.23677078733"
"model_04","~1","~1","~name_house","-9311.99128067093","-8309.75396896624"
"model_05","~name_house","~name_house","~1","-5073.14072514843","-3825.75184079655"
"model_06","~name_house","~1","~name_house","-7019.126274436","-5685.21330562041"
"model_07","~1","~name_house","~name_house","-4667.72933084029","-3420.34044648841"
