"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_01","~name_bus","~name_bus","~name_bus","-21350.2431599051","-16806.8473089192"
"model_02","~name_bus","~1","~1","-18170.7163202484","-16630.4509465752"
"model_03","~1","~name_bus","~1","-16903.1919245385","-15517.727090933"
"model_04","~1","~1","~name_bus","-20490.851477411","-18873.1858337039"
"model_05","~name_bus","~name_bus","~1","-18963.0341934172","-16463.0054713245"
"model_06","~name_bus","~1","~name_bus","-17819.4085056821","-15087.1789734879"
"model_07","~1","~name_bus","~name_bus","-17874.7691446676","-15560.501070656"
