"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_01","~area","~area","~area","-6323.37678085751","-4059.32990405699"
"model_02","~area","~1","~1","-8674.38726506194","-7563.99484777761"
"model_03","~1","~area","~1","-9591.10355179874","-8336.50432707488"
"model_05","~area","~area","~1","-9731.46978805941","-8137.98456585267"
"model_07","~1","~area","~area","-9412.01302727386","-7861.78984729898"
