"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_02","~area","~1","~1","-20874.7392418805","-19183.3929056377"
"model_03","~1","~area","~1","-21146.1737325517","-19296.7576452582"
"model_04","~1","~1","~area","-20691.0180643207","-18564.9799126884"
"model_05","~area","~area","~1","-20981.2656355187","-18333.5973054191"
"model_06","~area","~1","~area","-20403.7457389512","-15859.2403962429"
"model_07","~1","~area","~area","-20871.6242385431","-16848.7490743022"
