"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_01","~name_person","~name_person","~name_person","-7656.06886331843","-4937.77054308341"
"model_02","~name_person","~1","~1","-8642.62712047572","-7640.38980877103"
"model_03","~1","~name_person","~1","-8756.33282413066","-7681.99210870621"
"model_04","~1","~1","~name_person","-10715.1633604162","-9460.56413569232"
"model_05","~name_person","~name_person","~1","-8599.15353995175","-7265.24057113616"
"model_06","~name_person","~1","~name_person","-9355.18724161337","-7199.29547039249"
"model_07","~1","~name_person","~name_person","-9372.96440474791","-7217.07263352703"
