"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_01","~horizontal_right","~horizontal_right","~horizontal_right","-20943.7351984027","-17078.9297852125"
"model_02","~horizontal_right","~1","~1","-20625.4676603374","-19250.2608261962"
"model_03","~1","~horizontal_right","~1","-20548.549634646","-18857.2032984033"
"model_04","~1","~1","~horizontal_right","-20429.932130164","-18264.3765407691"
"model_05","~horizontal_right","~horizontal_right","~1","-19921.5754560762","-17321.3280512919"
"model_06","~horizontal_right","~1","~horizontal_right","-20463.0480796166","-17436.0123469953"
"model_07","~1","~horizontal_right","~horizontal_right","-20921.5147600852","-17894.4790274639"
