"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_02","~name_house..group.","~1","~1","-3207.29281647039","-1911.69739848402"
"model_03","~1","~name_house..group.","~1","-3297.56540716027","-1925.30753840548"
"model_05","~name_house..group.","~name_house..group.","~1","-2099.38062265813","-175.153108370688"
