"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_01","~name_car","~name_car","~name_car","10400.2270780517","12260.4948940215"
"model_02","~name_car","~1","~1","10713.9220151335","11752.211028698"
"model_03","~1","~name_car","~1","11157.5666994822","12304.0108186264"
"model_04","~1","~1","~name_car","10933.1126875638","12007.4534029883"
"model_05","~name_car","~name_car","~1","9744.95025535361","11078.8632241692"
"model_06","~name_car","~1","~name_car","10982.2233210883","12575.708543295"
"model_07","~1","~name_car","~name_car","10321.8841911286","11699.0592021761"
