"AAPL.Open","AAPL.High","AAPL.Low","AAPL.Close","AAPL.Volume","AAPL.Adjusted"
0.265625,0.272320985794067,0.260044991970062,0.265625,452312000,0.225164920091629
0.258929014205933,0.297991007566452,0.257813006639481,0.292410999536514,817073600,0.247870996594429
0.323940008878708,0.330356985330582,0.300222992897034,0.304688006639481,739396000,0.258277893066406
0.302455008029938,0.310268014669418,0.286830008029938,0.292410999536514,412356000,0.247870996594429
0.302455008029938,0.303292006254196,0.284597992897034,0.295758992433548,373699200,0.250708907842636
0.300222992897034,0.315010994672775,0.295758992433548,0.306919991970062,588929600,0.260169893503189
0.297991007566452,0.303570985794067,0.286830008029938,0.295758992433548,580781600,0.250708907842636
0.290179014205933,0.330356985330582,0.290179014205933,0.321429014205933,803734400,0.272468775510788
0.319195985794067,0.321429014205933,0.304688006639481,0.306919991970062,423376800,0.260169893503189
0.311383992433548,0.325893014669418,0.303570985794067,0.305804014205933,306118400,0.259223818778992
0.313616007566452,0.313616007566452,0.294643014669418,0.300222992897034,840873600,0.254492819309235
0.318080008029938,0.334820985794067,0.314731985330582,0.333705008029938,1227010400,0.282874971628189
0.347097992897034,0.349330008029938,0.333705008029938,0.348214000463486,776664000,0.295174032449722
0.340402007102966,0.350445985794067,0.329241007566452,0.34375,519327200,0.291389912366867
0.344866007566452,0.373883992433548,0.340402007102966,0.366070985794067,879530400,0.310310900211334
0.368304014205933,0.369419991970062,0.349330008029938,0.366070985794067,717091200,0.310310900211334
0.367188006639481,0.367188006639481,0.352679014205933,0.356027007102966,489708800,0.301796793937683
0.348214000463486,0.353794991970062,0.340402007102966,0.349330008029938,482820800,0.296119838953018
0.349330008029938,0.388393014669418,0.349330008029938,0.387277007102966,855528800,0.328286826610565
0.385044991970062,0.392856985330582,0.372768014669418,0.388393014669418,692423200,0.329232901334763
0.383929014205933,0.401785999536514,0.382813006639481,0.386160999536514,730704800,0.327340841293335
0.369419991970062,0.383929014205933,0.366070985794067,0.377231985330582,369695200,0.319771975278854
0.377231985330582,0.391741007566452,0.366070985794067,0.368304014205933,427341600,0.312203794717789
0.366070985794067,0.367188006639481,0.352679014205933,0.360491007566452,286115200,0.305580884218216
0.359932988882065,0.381974995136261,0.357143014669418,0.377231985330582,462711200,0.319771975278854
0.368862003087997,0.372768014669418,0.353794991970062,0.370535999536514,393887200,0.314095854759216
0.367188006639481,0.376116007566452,0.360491007566452,0.370535999536514,604128000,0.314095854759216
0.366070985794067,0.371652007102966,0.333705008029938,0.341518014669418,590083200,0.289497852325439
0.340402007102966,0.357143014669418,0.335938006639481,0.351563006639481,274120000,0.298012763261795
0.356027007102966,0.364955008029938,0.339285999536514,0.341518014669418,237070400,0.289497852325439
0.342633992433548,0.350445985794067,0.330356985330582,0.348214000463486,309120000,0.295174032449722
