"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_01","~name_traffic.light","~name_traffic.light","~name_traffic.light","7974.02203473502","14328.4260269741"
"model_02","~name_traffic.light","~1","~1","3695.78002279626","5189.53917022559"
"model_03","~1","~name_traffic.light","~1","3988.08039854373","5916.53136136255"
"model_04","~1","~1","~name_traffic.light","3786.38572981605","5438.2146282961"
"model_05","~name_traffic.light","~name_traffic.light","~1","4217.77229469345","6580.91507290175"
"model_06","~name_traffic.light","~1","~name_traffic.light","4437.03915482255","6895.02378366129"
"model_07","~1","~name_traffic.light","~name_traffic.light","5403.85746671888","8098.9467221337"
