timestamp;lateral_error;longitudinal_error;haversine_error
68363911;-0.314265817404;0.0167996268719;0.313914507627
68397012;-0.298630416393;0.0287018045783;0.29927995801
68430497;-0.258711516857;0.0338966846466;0.260316640139
68463477;-0.222043454647;0.0391113124788;0.224967136979
68496958;-0.230433702469;0.0441230610013;0.234115689993
68530368;-0.180370628834;0.0500488802791;0.186827749014
68564159;-0.204150944948;0.0517633520067;0.210194960237
68597628;-0.183543503284;0.0533817149699;0.190790370107
68629188;-0.134839087725;0.0588986873627;0.146918609738
68662440;-0.118978619576;0.0628907755017;0.134399533272
68695979;-0.132179453969;0.0610725469887;0.145394071937
68729790;-0.112159714103;0.0604390874505;0.127241417766
68763333;-0.083581097424;0.0574336200953;0.101304426789
68796600;-0.0300493743271;0.0595587864518;0.0666640102863
68830065;-0.0736768394709;0.0618687272072;0.0961228907108
68864422;-0.0628651380539;0.0623179487884;0.0884502902627
68897729;-0.0686818510294;0.0651841908693;0.0946142151952
68930661;-0.0595913529396;0.0637056156993;0.0871687829494
68964380;-0.040435180068;0.0634019449353;0.0751495882869
69030777;-0.00806215126067;0.0560164786875;0.0565271377563
69063956;-0.0389291271567;0.059622567147;0.0711599886417
69096956;-0.0255747884512;0.0624770149589;0.067457832396
69164457;-0.0145193338394;0.069600597024;0.0710250809789
69197180;0.0187544599175;0.0690516829491;0.0713902264833
69230271;0.0326011180878;0.0681952536106;0.0753772780299
69263555;0.0343689098954;0.0700236856937;0.0777849406004
69297052;-0.00906808488071;0.0716826915741;0.0721671804786
69364257;0.0034914619755;0.0679694190621;0.0679469183087
69397693;0.017051756382;0.070236325264;0.0721189603209
69431078;0.0724717155099;0.0785787254572;0.106534615159
69465072;0.0873996913433;0.0854985788465;0.121843606234
69498438;0.0305280312896;0.0883999466896;0.0932945534587
69532092;0.0608923844993;0.090347379446;0.108614273369
69564813;0.0121462410316;0.0911321863532;0.091767847538
69598624;0.0429024808109;0.0914595872164;0.100747466087
69631892;0.0548226051033;0.0855543166399;0.101303614676
69665333;0.0671888515353;0.0840888097882;0.107285328209
69730090;0.0180303845555;0.0863743051887;0.0880561321974
69763690;0.0388078205287;0.083430595696;0.0917674601078
69796994;0.0804411843419;0.08272434026;0.114995345473
69830831;0.0754169151187;0.082857362926;0.111666098237
69864288;0.0437901094556;0.0845089927316;0.0949155837297
69898186;0.0846164152026;0.0882028564811;0.121815495193
69931382;0.0358039550483;0.0916787236929;0.098177306354
69964511;0.0415911562741;0.0931197628379;0.101719342172
69998266;0.0293749365956;0.094438560307;0.0986767411232
70031705;0.0425477400422;0.0898213908076;0.099124237895
70064969;0.0135687757283;0.0888265445828;0.0896929726005
70131648;0.0836468935013;0.0880916118622;0.121072024107
70164897;0.0801408141851;0.0862622410059;0.117353156209
70198666;0.0813727527857;0.0916237980127;0.122139587998
70265603;0.0533215478063;0.129019156098;0.139258086681
70299212;0.0391348823905;0.120793357491;0.126689776778
70332310;0.0364847369492;0.112197093666;0.117716386914
70365830;0.0534037537873;0.109284877777;0.121315836906
70397415;0.0892374068499;0.102436393499;0.135415449739
70430938;0.105231836438;0.0935953110456;0.14034974575
70464229;0.109276682138;0.0887125134468;0.140263274312
70497769;0.110483177006;0.0872655808926;0.140299081802
70531060;0.071001380682;0.086841352284;0.111818172038
70564447;0.0966707840562;0.084362834692;0.127865836024
70597803;0.100858002901;0.0840773880482;0.130853071809
70631013;0.0506168305874;0.0777227059007;0.0924833491445
70664290;0.0521629974246;0.0729359537363;0.0894012451172
70697862;0.0381337068975;0.0844116285443;0.0923966318369
70731393;0.0368642769754;0.0844955518842;0.0919633805752
70764508;0.0241046771407;0.0869435146451;0.0900413319468
70831340;0.0264801308513;0.0859879106283;0.0897854194045
70864612;0.0590945407748;0.0855321586132;0.103657662868
70898132;0.00900585390627;0.0873051285744;0.0876353904605
70931510;0.00613688258454;0.0836630910635;0.0837677270174
70965333;0.00711914896965;0.0832140892744;0.0833962783217
70998314;0.00917784869671;0.0851191431284;0.0854831561446
71031956;0.0230224058032;0.0946073532104;0.0971863269806
71065031;0.0761745274067;0.106792122126;0.130792677402
71098601;0.0416695810854;0.103180341423;0.111023701727
71132003;-0.0143433101475;0.100870855153;0.101790592074
71165008;-0.0350353084505;0.0967327654362;0.102811694145
71198371;-0.00550388265401;0.0962854474783;0.0963382869959
71231847;-0.0490065999329;0.0940183699131;0.105954937637
71265746;-0.0210498403758;0.0932783558965;0.095547825098
71299462;-0.0632452517748;0.0926538780332;0.11210116744
71332409;-0.0561238750815;0.0887670442462;0.104948736727
71365700;-0.0682571455836;0.0897320732474;0.112655252218
71433013;-0.0189176183194;0.0711482688785;0.0735658630729
71466322;-0.0609161406755;0.0561882555485;0.0827839076519
71499436;-0.00791302230209;0.0631470680237;0.0635825395584
71532925;-0.0179161187261;0.069458656013;0.0716789662838
71566417;0.0229620467871;0.0761765763164;0.079409532249
71633183;0.000233731872868;0.0794899985194;0.0793989822268
71666592;0.0124321877956;0.0796607732773;0.0805029422045
71733326;0.0208812281489;0.0833583697677;0.0857835263014
71767129;0.0673957914114;0.0823366120458;0.106086969376
71800769;0.0223956778646;0.0859074741602;0.0886220037937
71833626;0.0349934063852;0.0946978256106;0.100750252604
71866709;0.0725001692772;0.102578535676;0.125264599919
71900125;0.0818631872535;0.106114633381;0.133636713028
71966496;0.0561391152442;0.106409981847;0.120022132993
72033293;0.112804472446;0.0985721945763;0.149313643575
72066652;0.111207664013;0.0978027358651;0.147612720728
72099980;0.0664453953505;0.0988327711821;0.118773542345
72166358;0.107047624886;0.0995380058885;0.145706385374
72200040;0.102211944759;0.0975677073002;0.140855327249
72266239;0.114960417151;0.0951839014888;0.148758813739
72299372;0.0757160559297;0.0961322933435;0.122021988034
72332717;0.0854671150446;0.0957717522979;0.127978801727
72399610;0.153475746512;0.0963675603271;0.180593326688
72432858;0.15321315825;0.0984315723181;0.181477531791
72468044;0.155365765095;0.0983517095447;0.183242276311
72501190;0.171289220452;0.101029410958;0.198169276118
72534590;0.130444020033;0.102556109428;0.165380373597
72567838;0.179294705391;0.102877095342;0.205988943577
72600772;0.188677400351;0.101995542645;0.21372589469
72634107;0.188016027212;0.108045391738;0.216090679169
72667648;0.129627659917;0.115670002997;0.173175126314
72700806;0.175349831581;0.107158653438;0.204786896706
72734943;0.244117945433;0.105770967901;0.265099436045
72767398;0.256258487701;0.102436080575;0.27498960495
72800681;0.218357458711;0.0994562730193;0.239087402821
72833893;0.237466365099;0.0969344601035;0.255574405193
72867628;0.284710139036;0.0961531922221;0.299437850714
72900708;0.241708025336;0.0926844328642;0.257945656776
72934458;0.241721600294;0.089884378016;0.256972640753
72967673;0.256172776222;0.0876503363252;0.269787967205
73000990;0.296438097954;0.0879969745874;0.308125346899
73034660;0.293164104223;0.0838143080473;0.303828686476
73101607;0.235514938831;0.0818823799491;0.248454347253
73134933;0.239940926433;0.0908471718431;0.25564840436
73167900;0.288136988878;0.0951741114259;0.302367836237
73201138;0.295612573624;0.0921703726053;0.308547198772
73234592;0.257986903191;0.0888708233833;0.271892368793
73268114;0.301379173994;0.0874535143375;0.312697708607
73334892;0.27644148469;0.0841095969081;0.287926822901
73367904;0.274596810341;0.0852703377604;0.28650906682
73401476;0.279399216175;0.0850473418832;0.291018396616
73434801;0.282125741243;0.0870962738991;0.294213861227
73467869;0.314887404442;0.0890563130379;0.32607832551
73501084;0.325050592422;0.0879528746009;0.335547685623
73534153;0.271969199181;0.0869403332472;0.284511089325
73567341;0.278837859631;0.0858399942517;0.290714353323
73600783;0.296326249838;0.0825403034687;0.306517034769
73634169;0.342791765928;0.0841999575496;0.351737052202
73667657;0.347911626101;0.0826116725802;0.356326639652
73700832;0.307035088539;0.0835103318095;0.317062884569
73734335;0.31809476018;0.083570972085;0.327726840973
73767837;0.357991158962;0.0870372578502;0.367121696472
73801042;0.366437971592;0.085767917335;0.375017821789
73867812;0.373191833496;0.0751458257437;0.379353433847
73901068;0.387057036161;0.0825759246945;0.394381850958
73934359;0.326953947544;0.0873007923365;0.337211251259
