84087001;19520801;7,0 
84087001;19520802;10,0 
84087001;19520803;10,0 
84087001;19520804;10,0 
84087001;19520805;9,0 
84087001;19520806;13,0 
84087001;19520807;11,0 
84087001;19520808;20,0 
84087001;19520809;22,0 
84087001;19520810;10,0 
84087001;19520811;10,0 
84087001;19520812;8,0 
84087001;19520813;9,0 
84087001;19520814;11,0 
84087001;19520815;15,0 
84087001;19520816;13,0 
84087001;19520817;14,0 
84087001;19520818;13,0 
84087001;19520819;7,0 
84087001;19520820;11,0 
84087001;19520821;15,0 
84087001;19520822;18,0 
84087001;19520823;13,0 
84087001;19520824;18,0 
84087001;19520825;14,0 
84087001;19520826;7,0 
84087001;19520827;5,0 
84087001;19520828;6,0 
84087001;19520829;7,0 
84087001;19520830;19,0 
84087001;19520831;17,0 
84087001;19520901;19,0 
84087001;19520902;17,0 
84087001;19520903;26,0 
84087001;19520904;19,0 
84087001;19520905;13,0 
84087001;19520906;13,0 
84087001;19520907;9,0 
84087001;19520908;14,0 
84087001;19520909;13,0 
84087001;19520910;5,0 
84087001;19520911;11,0 
84087001;19520912;10,0 
84087001;19520913;8,0 
84087001;19520914;16,0 
84087001;19520915;10,0 
84087001;19520916;10,0 
84087001;19520917;7,0 
84087001;19520918;10,0 
84087001;19520919;18,0 
84087001;19520920;20,0 
84087001;19520921;10,0 
84087001;19520922;20,0 
84087001;19520923;27,0 
84087001;19520924;13,0 
84087001;19520925;10,0 
84087001;19520926;9,0 
84087001;19520927;16,0 
84087001;19520928;6,0 
84087001;19520929;11,0 
84087001;19520930;22,0 
84087001;19521001;10,0 
84087001;19521002;23,0 
84087001;19521003;12,0 
84087001;19521004;22,0 
84087001;19521005;12,0 
84087001;19521006;8,0 
84087001;19521007;17,0 
84087001;19521008;27,0 
84087001;19521009;15,0 
84087001;19521010;19,0 
84087001;19521011;23,0 
84087001;19521012;19,0 
84087001;19521013;5,0 
84087001;19521014;11,0 
84087001;19521015;12,0 
84087001;19521016;6,0 
84087001;19521017;13,0 
84087001;19521018;6,0 
84087001;19521019;10,0 
84087001;19521020;18,0 
84087001;19521021;18,0 
84087001;19521022;10,0 
84087001;19521023;6,0 
84087001;19521024;5,0 
84087001;19521025;9,0 
84087001;19521026;13,0 
84087001;19521027;7,0 
84087001;19521028;6,0 
84087001;19521029;6,0 
84087001;19521030;10,0 
84087001;19521031;18,0 
84087001;19521101;25,0 
84087001;19521102;25,0 
84087001;19521103;23,0 
84087001;19521104;32,0 
84087001;19521105;11,0 
84087001;19521106;20,0 
84087001;19521107;28,0 
84087001;19521108;19,0 
84087001;19521109;19,0 
84087001;19521110;12,0 
84087001;19521111;14,0 
84087001;19521112;23,0 
84087001;19521113;17,0 
84087001;19521114;18,0 
84087001;19521115;15,0 
84087001;19521116;16,0 
84087001;19521117;15,0 
84087001;19521118;13,0 
84087001;19521119;9,0 
84087001;19521120;17,0 
84087001;19521121;16,0 
84087001;19521122;8,0 
84087001;19521123;8,0 
84087001;19521124;4,0 
84087001;19521125;5,0 
84087001;19521126;6,0 
84087001;19521127;5,0 
84087001;19521128;6,0 
84087001;19521129;10,0 
84087001;19521130;11,0 
84087001;19521201;4,0 
84087001;19521202;12,0 
84087001;19521203;36,0 
84087001;19521204;41,0 
84087001;19521205;30,0 
84087001;19521206;27,0 
84087001;19521207;26,0 
84087001;19521208;17,0 
84087001;19521209;19,0 
84087001;19521210;9,0 
84087001;19521211;5,0 
84087001;19521212;10,0 
84087001;19521213;9,0 
84087001;19521214;15,0 
84087001;19521215;19,0 
84087001;19521216;5,0 
84087001;19521217;18,0 
84087001;19521218;18,0 
84087001;19521219;16,0 
84087001;19521220;16,0 
84087001;19521221;16,0 
84087001;19521222;21,0 
84087001;19521223;17,0 
84087001;19521224;11,0 
84087001;19521225;19,0 
84087001;19521226;4,0 
84087001;19521227;7,0 
84087001;19521228;16,0 
84087001;19521229;10,0 
84087001;19521230;9,0 
84087001;19521231;8,0 
84087001;19530101;13,0 
84087001;19530102;30,0 
84087001;19530103;27,0 
84087001;19530104;33,0 
84087001;19530105;27,0 
84087001;19530106;26,0 
84087001;19530107;27,0 
84087001;19530108;31,0 
84087001;19530109;32,0 
84087001;19530110;26,0 
84087001;19530111;27,0 
84087001;19530112;24,0 
84087001;19530113;17,0 
84087001;19530114;20,0 
84087001;19530115;12,0 
84087001;19530116;13,0 
84087001;19530117;9,0 
84087001;19530118;18,0 
84087001;19530119;30,0 
84087001;19530120;26,0 
84087001;19530121;9,0 
84087001;19530122;8,0 
84087001;19530123;5,0 
84087001;19530124;4,0 
84087001;19530125;7,0 
84087001;19530126;35,0 
84087001;19530127;30,0 
84087001;19530128;24,0 
84087001;19530129;24,0 
84087001;19530130;14,0 
84087001;19530131;12,0 
84087001;19530201;29,0 
84087001;19530202;23,0 
84087001;19530203;23,0 
84087001;19530204;21,0 
84087001;19530205;29,0 
84087001;19530206;20,0 
84087001;19530207;23,0 
84087001;19530208;27,0 
84087001;19530209;5,0 
84087001;19530210;16,0 
84087001;19530211;8,0 
84087001;19530212;18,0 
84087001;19530213;19,0 
84087001;19530214;14,0 
84087001;19530215;31,0 
84087001;19530216;36,0 
84087001;19530217;27,0 
84087001;19530218;25,0 
84087001;19530219;19,0 
84087001;19530220;14,0 
84087001;19530221;15,0 
84087001;19530222;19,0 
84087001;19530223;14,0 
84087001;19530224;11,0 
84087001;19530225;5,0 
84087001;19530226;8,0 
84087001;19530227;12,0 
84087001;19530228;11,0 
84087001;19530301;21,0 
84087001;19530302;6,0 
84087001;19530303;9,0 
