"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_01","~horizontal_left","~horizontal_left","~horizontal_left","-54918.8389230308","-50556.1137940309"
"model_02","~horizontal_left","~1","~1","-6989.64551575875","-5298.29917951601"
"model_03","~1","~horizontal_left","~1","-6267.99706166832","-4497.61584990022"
"model_04","~1","~1","~horizontal_left","-25046.5880303795","-22722.9626899338"
"model_05","~horizontal_left","~horizontal_left","~1","-11331.7582929723","-8209.88070972048"
"model_06","~horizontal_left","~1","~horizontal_left","-40819.413692298","-37555.2733331006"
"model_07","~1","~horizontal_left","~horizontal_left","-36943.2453707165","-33584.2631608886"
