"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_01","~name_car","~name_car","~name_car","-9067.41688036147","-7156.67668178778"
"model_02","~name_car","~1","~1","-8700.23152067052","-7625.89080524607"
"model_03","~1","~name_car","~1","-8838.56049720601","-7728.16807992168"
"model_04","~1","~1","~name_car","-11120.1085126834","-9829.45758609965"
"model_05","~name_car","~name_car","~1","-8983.35556924688","-7346.60830480829"
"model_06","~name_car","~1","~name_car","-10503.9899417702","-8867.24267733162"
"model_07","~1","~name_car","~name_car","-8940.80832146826","-7520.37126818895"
