"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_01","~name_house","~name_house","~name_house","-20046.1929056261","-14023.7353905936"
"model_02","~name_house","~1","~1","-20208.595531998","-18714.8363845687"
"model_03","~1","~name_house","~1","-20211.482138637","-18757.2404289704"
"model_04","~1","~1","~name_house","-19905.2823715086","-17976.8314086898"
"model_05","~name_house","~name_house","~1","-19986.2821683619","-17955.0858673602"
"model_06","~name_house","~1","~name_house","-20619.4257269158","-15837.8157576314"
"model_07","~1","~name_house","~name_house","-19182.8989856774","-15349.7075226974"
