"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_01","~horizontal_right","~horizontal_right","~horizontal_right","-17953.0780581892","-14641.5167736766"
"model_02","~horizontal_right","~1","~1","-19655.6843296072","-18517.582122042"
"model_03","~1","~horizontal_right","~1","-20091.7055138645","-18400.3591776218"
"model_04","~1","~1","~horizontal_right","-19415.1646748905","-17407.6788365463"
"model_05","~horizontal_right","~horizontal_right","~1","-19209.277472752","-16988.3974704894"
"model_06","~horizontal_right","~1","~horizontal_right","-18835.7199788696","-16472.5772006613"
"model_07","~1","~horizontal_right","~horizontal_right","-18900.4576368529","-16252.7893067533"
