"model_names","location.fun","scale.fun","shape.fun","AIC","BIC","variable"
"model_02","~velocity","~1","~1",8721.93487493927,10094.1927436941,"velocity"
"model_03","~1","~velocity","~1",11711.4000382918,13236.9828085834,"velocity"
"model_04","~1","~1","~velocity",-441.266536466855,1429.29726228269,"velocity"
"model_05","~velocity","~velocity","~1",9218.14567493485,11188.3706596834,"velocity"
"model_06","~velocity","~1","~velocity",4497.23494108083,6743.44474859566,"velocity"
"model_07","~1","~velocity","~velocity",10518.5955157529,12810.8027937288,"velocity"
"model_01","~vertical_down","~vertical_down","~vertical_down",6297.18521703616,9723.99676638472,"vertical_down"
"model_02","~vertical_down","~1","~1",3051.51752283334,4385.44416620392,"vertical_down"
"model_03","~1","~vertical_down","~1",1441.58725470411,2928.83879961154,"vertical_down"
"model_04","~1","~1","~vertical_down",2773.51639179619,4567.41773977731,"vertical_down"
"model_05","~vertical_down","~vertical_down","~1",1232.12669842096,3340.34409455262,"vertical_down"
"model_07","~1","~vertical_down","~vertical_down",6147.83484140572,8624.03200122582,"vertical_down"
"model_02","~vertical_up","~1","~1",-2647.6283228822,-1275.37045412741,"vertical_up"
"model_03","~1","~vertical_up","~1",-2123.91663195334,-751.658763198545,"vertical_up"
"model_05","~vertical_up","~vertical_up","~1",-1276.68312455361,647.544389733839,"vertical_up"
"model_06","~vertical_up","~1","~vertical_up",-1775.41945915336,654.780230205684,"vertical_up"
