"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_02","~name_traffic.sign","~1","~1","-8889.55583062572","-7815.21511520127"
"model_03","~1","~name_traffic.sign","~1","-9483.80701040113","-8301.31118939703"
"model_04","~1","~1","~name_traffic.sign","-11562.1602082696","-10055.1990705266"
"model_05","~name_traffic.sign","~name_traffic.sign","~1","-9554.18070965219","-7528.07506512688"
"model_07","~1","~name_traffic.sign","~name_traffic.sign","-9380.76402462134","-7441.18246455974"
