"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_02","~name_special.building","~1","~1","-2961.96264969282","-1858.02335862752"
"model_03","~1","~name_special.building","~1","-2418.1426749472","-1237.54093311347"
"model_04","~1","~1","~name_special.building","-2455.33525554082","-661.433907559691"
"model_05","~name_special.building","~name_special.building","~1","-2724.01002303095","-247.81286321085"
"model_07","~1","~name_special.building","~name_special.building","-2657.28430560161","-917.046673158387"
