"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_01","~name_tree","~name_tree","~name_tree","-7544.8505825807","-4523.71796672268"
"model_02","~name_tree","~1","~1","-8712.76594112285","-7818.68373499781"
"model_03","~1","~name_tree","~1","-9733.69198482797","-8370.93765452447"
"model_04","~1","~1","~name_tree","-7208.49791651748","-5449.17486575529"
"model_05","~name_tree","~name_tree","~1","-9665.13754526415","-7898.60415412999"
"model_06","~name_tree","~1","~name_tree","-10082.7914762925","-7277.96907159375"
"model_07","~1","~name_tree","~name_tree","-9363.21827454408","-7164.06446109135"
