"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_01","~name_tenement","~name_tenement","~name_tenement","-5050.47458006064","-1572.94005694474"
"model_02","~name_tenement","~1","~1","-4701.3968226736","-3128.60279971891"
"model_03","~1","~name_tenement","~1","-6417.46824339915","-5042.26140925787"
"model_04","~1","~1","~name_tenement","-6024.48279605884","-4570.24108639219"
"model_05","~name_tenement","~name_tenement","~1","-5680.95086041967","-3175.54530626572"
"model_06","~name_tenement","~1","~name_tenement","-5954.19784498841","-3685.89691741054"
"model_07","~1","~name_tenement","~name_tenement","-5325.29893114427","-3056.9980035664"
