"model_names","location.fun","scale.fun","shape.fun","AIC","BIC"
"model_02","~name_bus","~1","~1","-6080.95684557898","-5078.71953387429"
"model_03","~1","~name_bus","~1","-6226.70168785732","-5224.46437615263"
"model_04","~1","~1","~name_bus","-9779.22878273168","-8236.21594312877"
"model_05","~name_bus","~name_bus","~1","-6051.46777135929","-4631.03071807998"
"model_06","~name_bus","~1","~name_bus","-9083.80966094358","-6581.82155186785"
"model_07","~1","~name_bus","~name_bus","-8870.38370054565","-6930.80214048406"
